ID,Text,Aspects,TokenCount
260,"Expose and denounce the ""green"" antinuclear lobby. It has been setting Europe back decades by misrepresenting and corrupting science, and by opposing essential energy technology. It's been getting away with it by flying a false Environmentalist flag. Nuclear energy is green! European Parliament Europarl EN Jun 3, 2021 EU official organization Europeans still have a broadly positive image of EU but ask for reforms, according to the Parliament's latest public opinion survey. Find out more",,50
261,"ExxonMobil Guyana has applied to the Environmental Protection Agency EPA for approval to flare above pilot levels 15 million cubic feet per day on its oil production ship as it continues to test the repaired, upgraded and reinstalled equipment for newsroom.gy Exxon wants EPA approval to flare above pilot level as it continues to test equipment ExxonMobil Guyana has applied to the Environmental Protection Agency EPA for approval to flare above pilot levels 15 million cubic feet per day on its oil production ship as it continues to... 1",,60
262,"FIRST TIMER: TerraPower is building its next-gen reactor at a retiring coal plant in Wyoming, making the Western U.S. the new hub of innovation for nuclear energy. energy.gov Next-Gen Nuclear Plant and Jobs Are Coming to Wyoming TerraPower's decision to build its advanced reactor in Wyoming expected to create jobs and clean energy opportunities for the state.",,41
263,"FOCUSup! The BEST cognitive enhancer on the market ADVANCEDgg Clinically Proven Concentration Reaction Time Reduce Error Rates Clean Energy No Crash! Sugar free, Keto friendly,",,21
264,"FUN FACT...When the show aired on CBS, many Public Service Announcements aired on CBS Saturday Morning line up. These PSA's were called ""Turtle Tips"" and intended to benefit the public interest, by raising awareness of environmental issues.",,26
265,"Family and friends mourns the tragic passing of Ocean and Environment advocate Johnathan Smith. Smith who was known to many as SKIPPER captained the ""Uto Ni Yalo"" in a pioneering group voyage to raise awareness about key environmental issues threatening the Pacific",,28
266,"Final point in this rant it's incoherent to say climate change is a crisis if you oppose good old American fission. Nuclear energy is bright, glowing green energy that requires no technological breakthroughs, emits no carbon, and we should be building reactors by the dozen.",,27
267,"Finland-based energy company Helen has announced its plans to shut down its coal-fired power plant in 2023, two years earlier than originally planned due to rising carbon tax costs.",,23
268,"First up rtfoe - who will be showcasing their 'Green Guide' to the borough The group describes itself as a ""friendly group of volunteers interested in raising public awareness of environmental issues and pressing for sustainability."" More here: rtfoe.org.uk Home - Richmond and Twickenham Friends of the Earth We are the Friends of the Earth local group covering the London Borough of Richmond. We are one of over 200 local groups affiliated to and supported by Friends of the Earth. We are a friendly group...",,45
269,"Folks, I m a car guy and I firmly believe the future is electric. Gina McCarthy and Secretary Granholm hit the road to talk about the Bipartisan Infrastructure Framework s historic investments in electric vehicles and how we re going to ensure the future is made in America. 2,560 3,794 21.7K",,32
270,"For 16 days of activism, I m teaming up with The Defender Project for a FREE self-defense course for JHB based women. This course takes on a holistic approach by pairing physical defense skills with environmental awareness and stress management techniques!",,26
271,"For 9 yrs we had a rorting, blithering blathering LNP govt led by an issues driven Morrison . His goals were focussed on a religious discrimination bill and supporting a platform attacking transgender people . No action on climate change, aged care neglect or productivity . Shame",,29
272,"For hf dreamcatcher 6th anniversary, we donated 460,000KRW to the K-Green Foundation. KGF works towards a sustainable earth raises awareness on environmental issues. Thank you Somnia 7DREAMERS 7 DREAMERS Dec 29, 2022 CHARITY DONATION In hf dreamcatcher's name 7D will make a donation to the Korea Green Foundation. Established in 2002, KGF works with government, companies civil society for a sustainable earth. Show this thread 148 467 29.7K",,54
273,"For my next protest about climate change, I'm going to throw a cheeseburger at the Eiffel Tower",,9
274,"For someone who is so concerned about our carbon footprint, AOC is driving a TESLA! The EV battery in her car is made from rare earth minerals which are strip mined. Also, the electricity used to charge the car are provided by coal nuclear energy. Oh and the car is around 50k",,29
275,"For the fans of America s pastime: Dr. Jessica Murfree jessicamurfree presented this afternoon on her study entitled Major League Baseball fans climate change perceptions of risk: Climate vulnerability vs. America's pastime . Great job, Dr. Murfree!",,28
276,"For them toward Environmental Situational Awareness Training Understanding Scenarios toward Risk Threat Analysis Assessment Understanding Comprehension Application for Identification, Interpretation Understanding of Proximities Level of Threat potential risks of",,23
277,"For two years now, POTUS Biden and I have been working together to strengthen the relationship between Canada and the US and to tackle climate change, create good jobs, promote democracy, and so much more. Today, we sat down and spoke about how we can keep delivering. ALT 1,863 756 5,412",,30
278,"For years, Berkeley NIMBYs have falsely cited the Intergovernmental Panel on Climate Change IPCC to block new homes. IPCC done got fed up. ""Dr. Charlie Koven was a lead author on Intergovernmental Panel on Climate Change Sixth Assessment Report."" berkeleyside.org Opinion: Denser housing at BART stations is climate-smart We strongly support the environmentally superior option of putting the maximum legally-feasible amount of mixed-income housing at Berkeley BART stations.",,54
279,"Ford is seriously eating into Tesla s sales with the Mach-E. In Q1 2020 Tesla delivered 88,400 electric vehicles. But after Ford delivered 6,600 Mach-E in Q1 2021, Tesla s sales plunged to just 184,800. Ouch. TSLA F",,31
280,Ford saw Tesla making electric vehicles and decided they need in on the game because that s their fo MO 27,,12
281,Forking out more taxpayer money on fat salaries for ministers just to look important. There is no need for a Climate Change Minister. Climate Change should be under the umbrella of the Environment Minster.,,17
282,"Former CEA Chair Austan Goolsbee explains how oil markets work. Oil is a global commodity and oil prices are set globally. If we develop the capacity to build clean energy here in the USA, energy prices can be severed from what folks like Putin do abroad. Justin Baragona justinbaragona Jun 3, 2022 Steve Moore: ""Why can t we drill more here at home?"" Austan Goolsbee: ""We are! We re going to set the record for U.S. oil production! ... the U.S. price is not determined by the U.S. supply. It s about the world supply.""",,54
283,"Formula E isn't as fast as its combustion-engine counterpart Formula 1 yet. But automakers say the part sport, part engineering showcase has accelerated the improvement of consumer electric vehicles. npr.org With A Whirr, Not A Roar, Auto Racing Drives Toward An Electric Future Formula E is an all-electric auto race like Formula 1, but battery-powered. And some of the innovation seen on the race track could eventually make it to your driveway.",,49
284,"Friends, We have a fresh stock of walnuts. For bulk orders of walnuts more than 10 Kgs, a discount of 20 percent will be given. We at PAHAAD ORGANICS are committed to ensure quality products, promote organic agriculture based livelihood and enhance environmental awareness",,27
285,From MercedesBenz if you read and listen carefully: - We will continue to invest more in internal combustion engines than we invest in battery electric vehicles through 2025. -,,14
286,"From day one, I ve said that Springfield needs to act to save our nuclear fleet. Their inaction thus far has been damaging to many across We know nuclear energy is essential in I'm urging the Statehouse to do what s right.",,22
287,"From electric vehicles to electric public transportation, I'm proud of the work we are doing to bring Oregon into a renewable, emissions-free future. Great work, trimet ! TriMet trimet Jun 14, 2021 MAX is now 100 powered by renewable electricity. All our electric buses and facilities, too. From now on, any electricity we purchase will come from the sun or wind. This one action reduces our carbon emissions by 25 . Show this thread",,42
288,"From the opening session at ""This is truly an all hands on deck situation. You each play an important part of meeting the state's New York clean energy goals. - Doreen Harris, NYSERDA",,19
289,"Full participation of nuclear industry in our French-Czech suppliers' day! Strong support to EDFofficiel offer for the 5 project. Long term partnership within , high local supply chain involvement, European energy technology sovereignty.",,27
290,"Further evidence that the unemployed polo bum Prince Harry is one of the most deceitful hypocrites in the world today. He preaches about equality and environmental awareness yet hops around the USA on a 9million private jet. Grotesque behaviour. dailymail.co.uk Prince Harry arrives for private jet flight in an electric car The Duke of Sussex had got on the 9million Bombardier to head to a polo event in Aspen on Wednesday. But staff had to retrieve his kit in a gas-guzzling Range Rover after he forgot to pack it. 103 281 2,025",,58
291,G'mar chativah tovah to all celebrating a New Year. Let's start this year with keeping our world safe from fossil fuels. Shut down all gas coal plants NoCoalNoGas SunriseBoston ExtinctionR Stop Merrimack burning coal nh gov1 Sununu4NH,,29
292,GERD will reduce negative impacts of climate change such as recurrent floods and will further capture 90 percent of the sediment protecting irrigation canals and equipment from damages caused by sedimentation.,,19
293,GERMANY AND RUSSIA SHARE DEEP CONCERN OVER POLAND'S PLANS TO DEVELOP NUCLEAR ENERGY AND THE STATE OF RULE OF LAW - Kremlin,,14
294,"GM to spend more on electric vehicles, add 2 battery plants ctvnews.ca GM, Ford outdo each other with electric vehicle investments General Motors will raise its spending on electric and autonomous vehicles and add two U.S. battery factories as it gambles that consumers will eagerly switch from gasoline to the new technology.",,35
295,"GREFIN with the aim of creating a sustainability-based economy and raising environmental awareness uses the concept of green finance and sustainability based on climate change, it interprets it in order to create a healthier world and contribute to the sustainability ecosystem",,25
296,"German Power Prices to the moon, while RWE shut down its coal plants. Maybe figure out the substitute first before drastic measures? Disclosure: I'm now long RWE as a texas hedge to my coal long",,21
297,German co s RWE Uniper are suing the Dutch govt for 1.6bn 1.06bn each following Dutch govt's move to phase out coal shut down coal-fired power plants by 2030. Ascent is asking for 118m from Slovenia after passing law requiring environmental assessments for fracking. 1,,34
298,"German court rules against Datteln 4 plant, finding that building permission for the facility was granted illegally Residents have lodged a 2nd case against its operating permit, and the plant will have to shut down operation if it loses again cleanenergywire.org German court rules against coal-fired Datteln 4 plant",,32
299,Get the popcorn ready sector fireworks are about to begin! Here's my Sunday 4th of July take on the imminent firestorm ready to ignite for U with summaries of significant supply demand tailwinds from Q2.,,21
300,Get your tickets to the hottest fashion and music show closing out the summer happening at the Dominic's in Blantyre. Performances by Hyphen and Kell Kay This show is to raise awareness on sustainable environmental practices.,,21
301,"Ghostbusters: the private sector saves the day from the machinations of the villainous Environmental Protection Agency. Snow Dan: The Return StolenDans Jun 28, 2021 What's the best piece of ""right-wing"" art? Whatever that means to you 8",,25
302,"GiGLogistics has gone way above normal moving of goods and services, this one now is on a high level They just made a deal with the prestigious jetmotorcompany to introduce Electric Vehicles into the logistics business E shock you?? Big ups to GIG!!",,24
303,Good policy by CMOGuj . Infact I will suggest all Opposition supporters to please switch to Electric vehicles so as Modi govt don't earn single rupee on Excise duty.,,18
304,"Gov ern ments have heav ily sub si dized re new-ables like wind and so lar and shut down coal plants to meet their com mit ments un der the Paris cli mate ac cord. But wind power this sum mer has flagged, so coun tries are scram bling to im port more fos sil fu els 1",,43
305,"Govt doesn't have its own Power plant, they get electricity from UP other state based plants. Centre run NTPC had coal plants in Delhi but later they were too shut down due to pollution issue Badarpur at Delhi-Haryana border plant was the last plant run by NTPC in Delhi AajTak aajtak Oct 11, 2021 , ? ? , KumarKunalmedia",,35
306,"Grade 11 12- Ferguson Lake Trail Art:I can understand image development strategies PE:I can understand the role of environmental awareness stewardship in outdoor recreation ELA:Respectfully exchange ideas,viewpoints perspectives to build shared understanding extend thinking",,30
307,Great cartoon that shows the Sun which represents nuclear energy which is what we should be focused on instead of wasting time using child slave labor to mine RE materials in the ground which will create massive amounts of garbage. Wind solar are unsustainable energy Rob.,,27
308,"Great dinner yesterday to celebrate the Canada-U.S. electricity relationship, which helps both countries reach clean energy, climate and energy security goals reliably and affordably. Thank you to the Embassy of Canada in Washington for hosting.",,24
309,Great morning with WeAreEnergyNL as we highlighted the importance of our province s energy sector as we move into a brighter future. There is no better place positioned for the transition to clean energy than right here in Newfoundland and Labrador - it s an exciting time!,,22
310,Great news - First Bus to replace half its Glasgow fleet with electric vehicles by 2023. bbc.co.uk Bus depot bid to be UK's largest electric vehicle charging hub First Bus will install 160 charging points and replace half its fleet with electric buses at its depot in Glasgow.,,36
311,"Great report issued by OECD NEA on the role small modular reactors can play. Key market opportunities for SMRs: decarbonising energy systems. complementing the deployment of variable renewables. facilitating access to energy in new sectors regions. OECD NEA Nuclear Energy Agency OECD NEA Jun 17, 2021 Small Modular Reactors are able to be deployed in remote areas that are not connected to the grid, in regions with small electricity grids or in regions with limited suitable sites for large nuclear power plants. Our report explains",,60
312,Great ride! Stellantis shows us the future of electric vehicles with this Jeep Wrangler 4xe plug-in hybrid!,,13
313,Great time speaking to new cohort of startups AWS Clean Energy Accelerator 2.0 Innovation Showcase in Lisbon today. These amazing startups are facilitating a low-carbon energy transition helping to solve complex decarbonization challenges. Collaboration at work!,,30
314,Greece has made green energy central to its pandemic recovery. Learn more about countries charging ahead with electric vehicles. From World Economic Forum,,16
315,"Green transition in has begun! Most powerful coal power plant block will be shut down in mid August and replaced by gas heat plant. Transition has to happen step by step and in a feasible manner. idnes.cz Z elektr rny tepl rnou. EZ odstav M ln k III, uhl nahrad zemn plyn - iDNES.cz Bezm la ty i des tky let byl uheln blok elektr rny M ln k III nejv konn j m v esku. Jeho as se ale nach lil a EZ ho v polovin srpna definitivn odstav . Konec elektr rensk ho bloku o v konu...",,77
316,"Greenies have made the US national grid unstable. Yet Biden's ""Climate Czar"" Gina McCarthy said tech companies must prevent the spread of ""inaccurate information about climate change clean energy."" If the truth gets out she's out of a job. More censorship to come?",,29
317,"Greenish aims to raise awareness of environmental issues facing local communities and provide solutions through education, art, capacity building and awareness campaigns. This is clearly obvious in the type of activities that Greenish creates, participates in, or adopts.",,25
318,"Greenish makes partnerships with different organizations and foundations with the purpose of raising awareness of environmental issues facing local communities and climate change, and to provide solutions through education, art, capacity building, and awareness campaigns.",,24
319,"Growth without economic growth European Environment Agency Sounds like a come to moment that everything, including luxuries come from the environment, and it s not smart to not have a strong environmental protection and sustainability policy. eea.europa.eu Growth without economic growth Economic growth is closely linked to increases in production, consumption and resource use and has detrimental effects on the natural environment and human health. It is unlikely that a long-lasting,...",,47
320,Gujarat Gujarat Govt announces Electric Vehicle Policy with an aim to have 2 lakh electric vehicles in the state in four years. The state will also roll out subsidies to the tune of Rs 870 cr over and above the FAME-II subsidies for electric vehicles,,28
321,HAWC priority bill HB1362 was signed by GovofCO this morning! Thanks to sponsors TraceyBernett ValdezforCO HansenForCO and FaithWinterCO for improving indoor air quality and protecting health by ensuring new buildings in CO are powered by clean energy,,26
322,"HEY GUYS, MY PACKAGE FROM 7MDigital AMAZON ARRIVED! We got totally not radioactiv BARRELS, more cans of Nuclear Energy than is probably safe to drink 200 sugar! , and the coolest old-timey microphone!! Karaoke stream...? Thank you, 7M for your hard work! Weh!!",,29
323,HOT READ: ENERGY 's Acting Assistant Secretary Dr. Kathryn Huff shares her vision for the future of nuclear energy. energy.gov Q A: Acting Assistant Secretary Dr. Kathryn Huff Shares Her Vision for the Future of Nuclear Energy Dr. Kathryn Huff is the new Principal Deputy Assistant Secretary and Acting Assistant Secretary in the Office of Nuclear Energy shares her vision for nuclear energy.,,46
324,"Had a fruitful Meeting and Meaningful Discussion with Deputy Director Environmental Protection Agency lasbela Imran Saeed, Secretary Dua Foundation Pakistan Dr Faiyaz Alam, Chairman Dua Foundation, Secretary Chamber Of Commerce Anjum Raffatullah On 5th June Seminar",,30
325,Happy 4th of July! We're celebrating by continuing to advocate for nuclear energy - the carbon-free energy source that plays a critical role in our national security. power provides our nation with energy independence and generation that is both safe and reliable.,,25
326,"Happy ConsumersEnergy is expediting their closures, but we don't want more plants w GHG emissions contributing to climate change. Consumers Energy to shut down all coal-burning power plants by 2025 michiganradio.org Consumers Energy to shut down all coal-burning power plants by 2025 Consumers Energy says it will retire all of its coal-burning power plants by the year 2025, years ahead of an earlier schedule.Environmental groups say",,47
327,"Happy We join the call for collective, transformative action on a global scale to celebrate, protect restore our planet. We need to protect our environment by choosing a sustainable development path ie switching from fossil fuels to clean energy.",,25
328,"Harry S Truman, a democrat, became president in 1933, and was best known for establishing the Environmental Protection Agency. 1",,13
329,"Having acquitted a Victorian nuclear prohibition enquiry where the case for nuclear energy was not made, I find it galling that pro-nukists are pushing this futile barrow once again.Not economically viable - let alone enviro-friendly. ican australia",,24
330,Headline at the G7 summit: Leaders vowed to phase out gas and diesel cars and shut down coal plants that do not apply emissions-capturing technology as soon as possible. They also promised to protect 30 of the planet's land and oceans by 2030.,,26
331,Heat wave season across 50 major U.S. cities lasts on average 47 days longer than in the 1960's. Source: Environmental Protection Agency 1,,19
332,Hello friends! What themes would you love to see in art photography? One of my favorite themes is awareness of important environmental issues like plastic pollution NFTs NFTCommunity NFT,,21
333,Helsinki to shut down coal-fired power plant 2 years ahead of schedule Yle Uutiset yle.fi Helsinki to shut down coal-fired power plant 2 years ahead of schedule The city has pledged to become carbon neutral by the year 2035. 3,,32
334,"Her graduate work was supported by a National Science Foundation Graduate Research Fellowship award, as well as a United States Environmental Protection Agency Science to Achieve Results Graduate Research Fellowship.",,22
335,"Here I am to remind you, nuclear energy is how we combat climate change. If you're serious about climate change, get serious about nuclear energy. 1",,14
336,"Hey guys, quick update. I m on a vacation this weekend so we won t be having the Space this weekend. sssaaagar rsrikanth05 marinebharat , you guys can coordinate one if you can List of topics: 1. India s new dams 2. Indian aviation 3. Nuclear energy",,26
337,"Hi Kev, The lead agency for dealing with smoke nuisance from bonfires is the Environmental Protection department at Fylde Borough your local council. Hope this helps!",,17
338,"Higher energy prices could see Canadian upstream oil and gas investment average over 35 billion a year over the next decade, positioning Canada as a supplier of choice for a world in need of secure, reliable and clean energy. Read our latest Fact Sheet: canadianenergycentre.ca 356 billion in Canadian oil and gas upstream spending projected under higher energy price enviro... Canada's oil and gas industry can play a key role as a safe, secure, reliable and clean supplier of oil and gas to the world",,59
339,His notable accomplishments include successful competition of the Natural Resources Conservation Academy and organizing two successful sustainability fairs to raise awareness about environmental sustainability and climate change.,,20
340,"Hollie Hughes on just now says that climate change is a ""luxury issue"". FFS. This is why the LNP should never be allowed to get power again. 74 481 2,319",,17
341,"Holly Hughes called climate action a woke agenda . I am a Pacific Islander, families in Fiji are abandoning their ancestral villages for higher ground because of rising sea levels. This is the impact of inaction. I find her comments extremely heartless. 82 440 2,073",,29
342,"House of Representatives will vote on S.J.Res. 14 Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Oil and Natural Gas Sector: Emission Standards for New, Reconst",,30
343,"How are going to get electricity for cars,ambulances, and everything electric , don't forget your house without coal oil...All our nuclear plants are antiques...Can blow with one goof up...Dont tell me wind sun remember the winter storm that shut down all the green stuff",,28
344,"How can energy help address climate change? With new innovations such as nuclear-produced hydrogen, nuclear energy can provide scalable clean energy fuels for a carbon-free world. Find out more From OECD NEA Nuclear Energy Agency",,26
345,How can nuclear energy alongside other low-carbon sources help your country or region to achieve their net zero targets? IAEA Challenge Now Open! Submit your paper for a chance to attend !,,20
346,How can we get carbon emissions to net-zero? Here s how nuclear energy plays a key role in tackling ClimateChange. Atoms4Climate COP26 From IAEA - International Atomic Energy,,18
347,How low can it go? Take a look at the precipitation levels in the southwest US for mid-May. What will these maps look like as we barrel off the cliff that is unmitigated climate change? ClimateCrisis food water uspoli NIDIS Drought.gov DroughtGov May 26 The megadrought zone has been dealing with long-term drought for 22 years. Looking at of precip in that zone across multiple timescales over the past 6 months shows why conditions have worsened even more in this water year in terms of reservoir levels. NOAA usbr,,56
348,"How to prepare for UP Elections? BJP: Shut down Coal Powered Plants, increase Gas prices by 70 , let Adani Ambani make more money, use that ""more"" money for paying Good Media, and winning elections 2",,24
349,"How will the EU transition to a clean energy system, based on renewables and low-emission energy generation by 2050? Innovative tech and community models will definitely lead the way in this field. Discover more here! HorizonMagEU",,22
350,"Huge win! Grupa PGE finally drops its plans to build gigantic lignite mine in Zloczew, Poland. However, the coal company still plans to operate Belchatow power plant until 2036. This is unacceptable, EU's largest emitter needs to be shut down in 2030 at the latest. ALT",,32
351,"Humanity has just 4 yr to peak and start drawing down global greenhouse emissions, coal- and gas-fired power plants must shut down within a decade, and wealthy lifestyles and behaviors will have to change to avoid according to leaked draft wk group III.",,29
352,"Huw Edwards going live from Downing St having to shout the apocalyptic headlines about climate change and Ukraine as Gary Jules Mad World booms out from protestors speakers. Well, it s peak 2022",,22
353,"I Will Share With You, Some ""Immediate Goals"" You Need To Take To Global Goverments Right Now: 1 Ban Fossil Fuel Investments And Subsidies. 2 Ban All New Oil Drilling Exploration. 3 Ban All New Coal Power Plants And Shut Down Existing Ones Now. 4 Ban All Gas Exploration. COP26 COP26 Sep 25, 2021 During and ahead of the UK is taking four goals to governments across the world: Limit global warming to 1.5 C Enable communities habitats to adapt to climate change Mobilise climate finance Collaborate to deliver action Learn more",,65
354,"I agree. Even bigger mistake than abandoning nuclear energy. Jakub Janda 楊雅嚳 JakubJanda Jul 24, 2021 Germany makes a strategic mistake with North Stream 2. Generations in Central and Eastern Europe will suffer because of this geopolitical failure of reason. 15",,30
355,I am honored to have the support of the New York League of Conservation Voters. Climate change is real and poses an existential threat to an island like Manhattan.,,16
356,"I bet if we did a breakdown of deaths and environmental damage from nuclear energy vs coal energy it still comes out in favor of nuclear The Amazing Atheist amazingatheist Jul 3, 2021 People with a boner for nuclear power always want to act like all past mistakes that happened will never repeat themselves. The latest nuclear mishap is always the last nuclear mishap. Sorry, I don t share your confidence in the idea that humans have magically become competent. Show this thread",,50
357,"I cant believe the Tory net zero scrutiny group will have enjoyed the Jubilee concert tonight very much, with the Queen, Prince William and Prince Charles so obviously concerned about conserving our planet. Whether boos at St Paul s or climate change, today s Tories have lost it.",,30
358,"I choose both. I see a party currently in power that is fine with high gas prices desiring to create a transition to clean energy pack rig the Supreme Court, do away with the senate, eliminate the electoral college, destroy cities, and attempt to kill a justice. Andy Ostroy AndyOstroy Jun 11, 2022 Serious question for Republicans and independents: What would you rather have, 2.50 gallon gas or a democracy?",,45
359,I couldn t say anything yesterday because I didn t know if it was public knowledge yet but today the GuardianAus reported that Labor has created a new CLIMATE CHANGE SUPER DEPT. They re serious about getting shit done.,,21
360,"I do hope it rains, but the need to address what are we going to do as the earth heats up is a better use of time. Legislators should stop attacking electric vehicles, stop mocking green initiatives, and stop shrinking national monuments to hand over to gas and oil industries.",,27
361,I got lost on my morning stroll and ended up at the Environmental Protection Agency office on campus?? Since when has that been here?,,11
362,"I had a valuable meeting with private sector representatives in Ho Chi Minh City, where we discussed supply chain resiliency, clean energy and decarbonization, and the Indo-Pacific Economic Framework.",,20
363,"I joined DoctorsXr today in London to make it loud and clear: The climate crisis is a health crisis. Between 2030-2050 climate change is expected to cause 250,000 additional deaths per year, from malnutrition, malaria, diarrhoea and heat stress. 10 million from air pollution.",,32
364,"I just visited the Irish Environmental Protection Agency website. It's emitting 10.15 g of CO2 for every visitor to its homepage. emits .18 g. So, a visit to emits 56 times more CO2 than a visit to .",,23
365,I m astonished that the BBC aren t as balanced on the Russia Ukraine war as they are about climate change. Surely Russian aggressors deserve the same consideration afforded to climate change deniers? The latter will likely kill many more innocent people bitter irony.,,25
366,"I m joining the U.S. Climate Alliance USClimate to urge Congress to vote for climate and clean energy investments. We are already experiencing record drought, extreme heat and massive wildfires and we need to act now. US Climate Alliance USClimate Jun 7, 2022 The Alliance s governors have a simple message for Congress: Pass a robust legislative package with the climate clean energy investments incentives our country needs to confront the climate crisis. There is no time to waste. Show this thread",,52
367,"I m particularly thinking of the US Clean Air Act and Clean Water Act, signed into law by Richard Nixon, of all people He also gave us the Environmental Protection Agency These things were largely in response to the spotlight on the Love Canal and Cuyahoga River incidents 2",,30
368,"I mean, no one expects coal plants to be extended past design life. The question we're asking is whether they can be shut down in alignment with 1.5C goals roughly zero coal power output by 2030. Well......the question I'm asking. This was a ""trilemma"", right?",,28
369,"I met with NATO Secretary General Stoltenberg today to discuss the upcoming Madrid Summit. The U.S. and our Allies will strengthen NATO's deterrence and defense and tackle new challenges, from cyber to climate change. ALT 930 1,260 7,630",,28
370,I never had seasonal allergies as a kid. I've started experiencing this lovely phenomenon in the past few years because climate change is making everyone's allergies worse. Don't tell me climate change isn't real when I just sneezed 20 times in a row.,,24
371,"I passed this class with a 92 overall, including an Environmental Protection Agency certification. I have only classes left. 1",,12
372,"I really like electric vehicles but I do have this sneaking suspicion they won't, by themselves, solve climate change?",,9
373,"I reckon there's no ENVIRONMENTAL PROTECTION AGENCY in Patagonia...if they get a plague of frogs, and grasshoppers next ask God for mercy",,13
374,"I saw a great Tim Traveller video that mentions how demand for lignite, a coal that is extremely toxic when burned, shot up after Germany began to shut down nuclear power plants due to pressure from environmentalists. To quote the video, round of applause there. 7",,27
375,I see this as a positive sign that the USA is slowly getting serious about electric vehicles. Outside a Dunkin Donuts in Tampa. There were eight stations. Love a DD now and then.,,17
376,"I see your ""Putin price hike,"" and raise you your own words talking about how you'd be willing to sacrifice economic growth, and watch the working classes suffer in order to transition to ""clean energy."" Erick Erickson EWErickson Jun 11, 2022 Joe Biden said he was willing to see people hurt economically to get us off fossil fuels. Your high gas prices are all part of his plan. Don't believe me. Just listen to him.",,44
377,"I ve dealt with them. and respected. So for four years, or maybe even eight years ago. People view you as a result of recent Obama EPA actions coal-fired power plants across Michigan have either shut down entirely or undergone expensive conversions. You said it.",,29
378,"I want you all know that this is my first ever official nitepunk show as well as a very first festival experience, I really havnt even been to one so I want you all to show me the ultimate nuclear energy to balance out the sonic pressure bringing",,24
379,"I was absolutely delighted to join fellow Labour MPs in supporting unitetheunion members from the GKN Birmingham plant, who have come to Parliament to demand that the Government acts to save the site and ensure it plays a role in the transition to electric vehicles.",,25
380,"I witnessed a beautiful interaction today let me share it with you. My city had a naked bike ride today to bring awareness to more sustainable environmental practices. Along their ride they ran into a Freedom Convoy protest Canada s equivalent to MAGA . 1 5 1,396 13.3K 53.5K",,33
381,"I'm not against subsidies for electric vehicles, but... 1. What about ebikes? Build a 700m bridge for them but not encourage use? 2. Calling a RAV4 hybrid a climate friendly car is a gross exaggeration. James Shaw jamespeshaw Jun 12, 2021 We ve just announced a new Clean Car Discount that will help make climate-friendly vehicles more affordable. The NZGreens have been working on this for yrs. Big shout out to JulieAnneGenter whose tireless work last term laid the foundations for today s announcement.",,51
382,I'm the one who started the petition can you help me get to a hundred signatures so that they will start to push it on Environmental Protection Agency: To put a stop to corporate pollution in my city.- Sign the Petition! via Change,,21
383,I've said it before and I'm gonna keep on saying it. If you expect to have any meaningful change in this country when it comes to: Gun violence Body autonomy Equal rights for all Climate change Making a living wage Student debt relief Youmustvoteblue Get on the bus.,,26
384,"I, as a crazy left wing lunatic would like to see clean energy, no military grade weapons in the hands of citizens, No hanging of vice presidents, no electoral college, no gerrymandering, no drunk assholes on the SCOTUS and a lot of other stuff that makes sense.",,27
385,IMF using RCP8.5 in May 2022 as BAU in its technical assistance to help countries assess fiscal risks from climate change,,16
386,"INFRASTRUCTURE: As the House debates the INVEST Act, RepPeterDeFazio criticizes Republicans for not applying 21st century thinking to infrastructure, pointing out that expanding highways has not alleviated congestion and corporations are leaning into electric vehicles",,22
387,"IPCC GOES DEFCON 1 Questions: -China builds a coal plant per week, will the UN sanction China India if they don't stop? -2020 was 2nd hottest year EVER with a GREAT drop in CO2 due to lockdowns. Shut down economy 100 now? See reply -What about mitigation: dikes levees?",,34
388,"IPRI Infolytics Globally 10 of electricity is generated from nuclear energy. Here is detailed visualization of the electricity production from nuclear sources as of 2020, the growth of nuclear energy development in Asia. WorldNuclear",,21
389,"IQST - IQSTEL, From our Shareholder Letter: We are more than an amazing company. We are five amazing companies all rolled into one: IQSTelecom Telecom , EVoss Electric Vehicles , Global Money One Fintech , IoTLabs Technology , and ItsBchain Blockchain Etelix vimo vip",,27
390,"Ian Plimer, professor of earth sciences and mining geology at multiple universities, climate change catastrophism is the biggest scientific fraud that has ever occurred. Much climate science is political ideology dressed up as science.",,24
391,"If Labor Green VicGov wish to shut 4 in 5 Victorians out of natural gas usage for their cooking and heating, they had better start talking about NUCLEAR ENERGY now! theheraldsun SkyNewsAust",,20
392,"If NYC was powered by nuclear energy then people could brazenly run their ACs in full defiance of even the most scorching and sweltering of heat waves. Summer would become winter inside every home. Dwight Rhinosoros rhinosoros Jun 30, 2021 NYC's mayor just told us to turn off our air conditioners. The brands of Times Square are still blazing and consuming. These are screenshots of live webcams taken just now. Show this thread",,48
393,"If that won't make China shut down their huge number of coal fired power plants then I don't know what will BBC Sport BBCSport Aug 13, 2021 Sampdoria's Morten Thorsby will switch from shirt number 18 to 2 to raise awareness of climate change.",,28
394,"If the world decarbonizes, the global economy could add 43T in value. If not, it could cost the world 178T katieporteroc says more wildfires, failing crops, more diseases will occur if we do nothing Katie speaks out about climate change when others won t",,25
395,"If war and floods can cause 9 lettuce, imagine wholesale collapse of biodiversity and crops from 2.5 global heating. The solutions to both are to transition to clean energy and transport ASAP",,20
